,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
54391,RINURIT,CLS,09/08/2020,15:19:17,10/08/2020,9:41:49
54390,RINURIT,CLS,09/08/2020,12:53:50,09/08/2020,15:19:03
54389,RISOFIS,CLS,09/08/2020,11:36:52,09/08/2020,17:07:53
54388,RINURIT,CLS,06/08/2020,10:17:29,09/08/2020,12:53:23
54387,RINURIT,CLS,05/08/2020,15:08:37,06/08/2020,10:17:11
54386,RINURIT,CLS,05/08/2020,9:40:15,05/08/2020,15:06:48
54385,RIELAD,CLS,04/08/2020,14:41:35,12/08/2020,16:14:30
54384,RINURIT,CLS,04/08/2020,14:40:39,05/08/2020,9:36:43
54383,RINURIT,CLS,04/08/2020,11:05:08,04/08/2020,14:40:05
54382,RINURIT,CLS,04/08/2020,10:05:12,04/08/2020,11:03:27
54381,RINURIT,CLS,04/08/2020,9:39:22,04/08/2020,10:04:47
54380,RINURIT,CLS,04/08/2020,8:59:21,04/08/2020,9:39:18
54379,RINURIT,CLS,04/08/2020,8:51:22,04/08/2020,8:58:12
54378,RILILACH,CLS,03/08/2020,11:18:26,26/08/2020,12:37:03
54377,RISOFIS,CLS,02/08/2020,14:47:18,09/08/2020,11:36:23
54376,RISOFIS,CLS,02/08/2020,14:31:42,02/08/2020,14:44:56
54375,RISOFIS,CLS,02/08/2020,13:17:57,02/08/2020,14:31:29
54374,RINURIT,CLS,02/08/2020,13:17:45,04/08/2020,8:50:21
54373,RINURIT,CLS,02/08/2020,12:28:00,02/08/2020,13:17:31
54372,RINURIT,CLS,02/08/2020,11:10:53,02/08/2020,12:25:12
54371,RINURIT,CLS,02/08/2020,8:55:15,02/08/2020,11:10:43
54370,RIELAD,CLS,30/07/2020,13:51:47,04/08/2020,14:41:27
54369,RISOFIS,CLS,30/07/2020,11:17:54,02/08/2020,13:17:53
54368,RISOFIS,CLS,30/07/2020,11:02:38,30/07/2020,11:17:47
54367,RISOFIS,CLS,30/07/2020,10:01:11,30/07/2020,11:02:33
54366,RISOFIS,CLS,29/07/2020,12:15:17,30/07/2020,10:01:06
54365,RISOFIS,CLS,28/07/2020,14:40:56,29/07/2020,12:14:51
54364,RINURIT,CLS,28/07/2020,9:02:23,02/08/2020,8:55:02
54362,RINURIT,CLS,26/07/2020,12:38:53,28/07/2020,9:01:31
54361,RIELAD,CLS,26/07/2020,11:15:16,30/07/2020,7:54:48
54360,RISOFIS,CLS,26/07/2020,10:50:39,28/07/2020,14:40:51
54357,RINURIT,CLS,23/07/2020,12:10:52,26/07/2020,12:38:32
54356,RISOFIS,CLS,22/07/2020,16:33:25,26/07/2020,10:49:47
54355,RISOFIS,CLS,22/07/2020,13:58:59,22/07/2020,16:33:14
54354,RINURIT,CLS,22/07/2020,10:48:15,23/07/2020,12:10:08
54353,RIELAD,CLS,22/07/2020,9:19:08,26/07/2020,11:15:10
54352,RINURIT,CLS,22/07/2020,9:15:05,22/07/2020,10:44:42
54351,RILILACH,CLS,21/07/2020,17:58:07,03/08/2020,8:33:17
54350,RISOFIS,CLS,21/07/2020,11:11:24,22/07/2020,13:58:53
54349,RISOFIS,CLS,20/07/2020,16:10:39,21/07/2020,11:11:19
54348,RISOFIS,CLS,20/07/2020,14:23:34,20/07/2020,16:10:35
54347,RISOFIS,CLS,20/07/2020,10:57:07,20/07/2020,14:23:24
54346,RINURIT,CLS,20/07/2020,10:19:08,22/07/2020,9:14:56
54345,RINURIT,CLS,19/07/2020,8:39:00,20/07/2020,10:19:03
54344,RINURIT,CLS,16/07/2020,15:27:35,19/07/2020,8:37:57
54343,RISOFIS,CLS,15/07/2020,17:14:27,20/07/2020,10:57:02
54342,RISOFIS,CLS,15/07/2020,16:35:11,15/07/2020,17:13:51
54341,RIELAD,CLS,14/07/2020,15:50:37,22/07/2020,9:19:04
54340,RINURIT,CLS,14/07/2020,14:53:04,16/07/2020,15:27:28
54339,RINURIT,CLS,14/07/2020,10:54:40,14/07/2020,14:50:54
54338,RISOFIS,CLS,14/07/2020,10:40:44,15/07/2020,17:07:56
54337,RINURIT,CLS,14/07/2020,8:18:51,14/07/2020,10:53:38
54336,RINURIT,CLS,13/07/2020,8:10:45,13/07/2020,15:01:31
54335,RINURIT,CLS,12/07/2020,15:04:30,13/07/2020,8:10:41
54334,RINURIT,CLS,12/07/2020,13:09:44,12/07/2020,15:04:15
54333,RISOFIS,CLS,12/07/2020,9:56:52,14/07/2020,10:40:25
54332,RIELAD,CLS,12/07/2020,9:47:57,14/07/2020,15:48:17
54331,RISOFIS,CLS,12/07/2020,9:15:58,12/07/2020,9:56:46
54330,RINURIT,CLS,09/07/2020,16:01:57,12/07/2020,13:09:05
54329,RILILACH,CLS,09/07/2020,14:43:07,21/07/2020,17:57:42
54328,RINURIT,CLS,09/07/2020,10:14:03,09/07/2020,16:01:53
54327,RIELAD,CLS,08/07/2020,13:52:47,08/07/2020,18:37:53
54326,RINURIT,CLS,08/07/2020,12:27:12,09/07/2020,10:13:55
54325,RIELAD,CLS,08/07/2020,11:58:40,08/07/2020,12:41:41
54323,RISOFIS,CLS,08/07/2020,11:23:18,12/07/2020,9:14:58
54322,RIELAD,CLS,08/07/2020,11:06:17,08/07/2020,11:36:43
54320,RISOFIS,CLS,08/07/2020,10:03:45,08/07/2020,11:22:40
54319,RISOFIS,CLS,07/07/2020,17:06:53,08/07/2020,10:02:31
54318,RINURIT,CLS,07/07/2020,12:36:52,08/07/2020,12:21:37
54317,RIELAD,CLS,07/07/2020,2:41:37,08/07/2020,10:13:29
54316,RISOFIS,CLS,06/07/2020,15:24:59,07/07/2020,17:06:29
54315,RINURIT,CLS,06/07/2020,13:56:00,07/07/2020,12:35:33
54314,RINURIT,CLS,06/07/2020,11:30:01,06/07/2020,13:55:55
54313,RISOFIS,CLS,06/07/2020,10:50:51,06/07/2020,15:24:31
54312,RINURIT,CLS,06/07/2020,9:54:43,06/07/2020,11:28:24
54311,RINURIT,CLS,05/07/2020,15:07:30,06/07/2020,9:53:48
54310,RISOFIS,CLS,05/07/2020,12:11:49,06/07/2020,10:49:45
54309,RISOFIS,CLS,05/07/2020,11:18:30,05/07/2020,12:11:44
54308,RISOFIS,CLS,05/07/2020,9:46:26,05/07/2020,11:18:06
54307,RINURIT,CLS,05/07/2020,9:32:29,05/07/2020,15:03:14
54306,RISOFIS,CLS,02/07/2020,16:28:42,05/07/2020,9:46:19
54305,RINURIT,CLS,02/07/2020,15:13:42,05/07/2020,9:31:48
54304,RISOFIS,CLS,01/07/2020,8:57:42,02/07/2020,16:28:16
54303,RINURIT,CLS,01/07/2020,8:42:20,02/07/2020,15:13:16
54302,RILILACH,CLS,30/06/2020,18:47:38,09/07/2020,10:06:05
54301,RILILACH,CLS,30/06/2020,16:41:39,30/06/2020,18:06:30
54300,RINURIT,CLS,30/06/2020,11:17:21,30/06/2020,15:29:58
54299,RINURIT,CLS,29/06/2020,10:57:23,30/06/2020,11:17:11
54298,RINURIT,CLS,29/06/2020,10:50:44,29/06/2020,10:56:34
54297,RINURIT,CLS,28/06/2020,15:04:57,29/06/2020,10:50:19
54296,RIELAD,CLS,25/06/2020,17:10:27,07/07/2020,2:40:46
54295,RISOFIS,CLS,25/06/2020,16:10:29,01/07/2020,8:57:38
54294,RINURIT,CLS,25/06/2020,14:48:51,28/06/2020,15:01:23
54293,RISOFIS,CLS,25/06/2020,12:00:27,25/06/2020,16:09:24
54292,RISOFIS,CLS,25/06/2020,11:25:13,25/06/2020,12:00:23
54291,RISOFIS,CLS,25/06/2020,9:38:26,25/06/2020,11:24:53
54290,RINURIT,CLS,24/06/2020,15:19:42,25/06/2020,14:31:06
54289,RINURIT,CLS,24/06/2020,14:33:16,24/06/2020,15:19:10
54288,RINURIT,CLS,24/06/2020,12:37:05,24/06/2020,14:32:23
54287,RISOFIS,CLS,24/06/2020,12:22:58,25/06/2020,9:38:19
54286,RISOFIS,CLS,24/06/2020,12:15:33,24/06/2020,12:22:52
54285,RINURIT,CLS,24/06/2020,10:46:44,24/06/2020,12:22:45
54284,RINURIT,CLS,23/06/2020,12:42:45,24/06/2020,10:14:14
54283,RISOFIS,CLS,23/06/2020,11:01:55,24/06/2020,12:15:27
54282,RINURIT,CLS,23/06/2020,9:46:31,23/06/2020,12:42:23
54281,RINURIT,CLS,23/06/2020,9:26:34,23/06/2020,9:46:25
54280,RISOFIS,CLS,23/06/2020,8:55:35,23/06/2020,11:01:38
54279,RISOFIS,CLS,22/06/2020,15:58:53,23/06/2020,8:55:31
54278,RINURIT,CLS,22/06/2020,13:44:55,23/06/2020,9:23:37
54277,RIELAD,CLS,21/06/2020,17:09:18,25/06/2020,17:03:33
54276,RIELAD,CLS,21/06/2020,16:41:24,21/06/2020,16:59:52
54275,RINURIT,CLS,21/06/2020,14:36:37,22/06/2020,13:39:50
54274,RINURIT,CLS,21/06/2020,14:15:14,21/06/2020,14:36:20
54273,RINURIT,CLS,21/06/2020,13:11:09,21/06/2020,14:15:03
54272,RINURIT,CLS,21/06/2020,12:32:21,21/06/2020,13:10:31
54271,RINURIT,CLS,21/06/2020,11:59:55,21/06/2020,12:31:11
54270,RISOFIS,CLS,18/06/2020,16:17:00,22/06/2020,15:58:45
54269,RIELAD,CLS,17/06/2020,22:07:28,21/06/2020,14:58:07
54268,RINURIT,CLS,17/06/2020,14:53:52,21/06/2020,11:59:37
54267,RIELAD,CLS,17/06/2020,14:06:17,17/06/2020,22:07:22
54266,RINURIT,CLS,17/06/2020,12:23:30,17/06/2020,14:41:17
54265,RISOFIS,CLS,16/06/2020,16:37:09,18/06/2020,16:15:57
54264,RIELAD,CLS,16/06/2020,11:54:21,17/06/2020,14:06:11
54263,RINURIT,CLS,16/06/2020,9:20:09,17/06/2020,12:19:32
54262,RINURIT,CLS,15/06/2020,14:53:43,16/06/2020,9:20:03
54261,RIELAD,CLS,15/06/2020,12:19:45,15/06/2020,22:27:18
54260,RISOFIS,CLS,14/06/2020,16:08:06,16/06/2020,16:36:24
54259,RIELAD,CLS,14/06/2020,15:58:15,15/06/2020,11:59:05
54258,RINURIT,CLS,14/06/2020,11:57:05,15/06/2020,14:53:37
54257,RINURIT,CLS,14/06/2020,11:42:48,14/06/2020,11:56:56
54256,RINURIT,CLS,14/06/2020,8:29:37,14/06/2020,11:42:44
54255,RIELAD,CLS,11/06/2020,18:41:49,14/06/2020,15:57:53
54254,RISOFIS,CLS,11/06/2020,16:22:26,14/06/2020,16:05:49
54253,RINURIT,CLS,11/06/2020,13:39:14,14/06/2020,8:29:27
54252,RISOFIS,CLS,10/06/2020,16:40:27,11/06/2020,16:22:22
54251,RISOFIS,CLS,10/06/2020,16:25:09,10/06/2020,16:40:21
54250,RINURIT,CLS,10/06/2020,15:21:28,11/06/2020,13:38:01
54249,RINURIT,CLS,10/06/2020,9:57:42,10/06/2020,15:20:58
54248,RINURIT,CLS,10/06/2020,9:40:50,10/06/2020,9:57:30
54247,RINURIT,CLS,09/06/2020,15:07:36,10/06/2020,9:40:44
54246,RIELAD,CLS,09/06/2020,14:43:28,11/06/2020,18:40:17
54245,RIELAD,CLS,08/06/2020,22:39:42,09/06/2020,14:38:24
54244,RINURIT,CLS,08/06/2020,14:52:30,09/06/2020,15:07:31
54243,RIELAD,CLS,08/06/2020,1:21:34,08/06/2020,22:30:35
54242,RINURIT,CLS,07/06/2020,15:02:03,08/06/2020,14:51:44
54241,RINURIT,CLS,07/06/2020,13:17:56,07/06/2020,15:01:14
54240,RISOFIS,CLS,07/06/2020,12:12:31,10/06/2020,16:24:54
54239,RISOFIS,CLS,07/06/2020,9:01:14,07/06/2020,12:12:26
54238,RINURIT,CLS,04/06/2020,15:07:16,07/06/2020,13:17:49
54237,RISOFIS,CLS,03/06/2020,16:59:03,07/06/2020,9:01:02
54236,RINURIT,CLS,03/06/2020,14:48:29,04/06/2020,15:07:07
54235,RINURIT,CLS,03/06/2020,14:19:43,03/06/2020,14:48:13
54234,RINURIT,CLS,03/06/2020,11:46:50,03/06/2020,14:19:34
54233,RINURIT,CLS,02/06/2020,14:32:57,03/06/2020,11:46:44
54232,RISOFIS,CLS,02/06/2020,9:18:00,03/06/2020,16:58:59
54231,RINURIT,CLS,01/06/2020,15:46:59,02/06/2020,14:30:52
54230,RINURIT,CLS,01/06/2020,15:09:27,01/06/2020,15:45:54
54229,RISOFIS,CLS,01/06/2020,14:02:46,02/06/2020,9:17:24
54228,RIELAD,CLS,31/05/2020,22:06:21,08/06/2020,1:21:30
54227,RISOFIS,CLS,31/05/2020,12:39:18,01/06/2020,14:02:39
54226,RINURIT,CLS,31/05/2020,12:33:28,01/06/2020,15:08:05
54225,RINURIT,CLS,31/05/2020,11:10:13,31/05/2020,12:33:07
54224,RINURIT,CLS,27/05/2020,15:09:41,31/05/2020,11:08:34
54223,RINURIT,CLS,27/05/2020,12:36:58,27/05/2020,14:49:18
54222,RINURIT,CLS,27/05/2020,9:47:01,27/05/2020,12:31:31
54221,RISOFIS,CLS,26/05/2020,15:03:56,31/05/2020,12:39:08
54220,RINURIT,CLS,26/05/2020,12:39:29,27/05/2020,9:46:06
54219,RISOFIS,CLS,26/05/2020,11:26:31,26/05/2020,15:03:51
54218,RINURIT,CLS,24/05/2020,12:12:32,26/05/2020,11:27:21
54217,RISOFIS,CLS,24/05/2020,11:14:17,26/05/2020,11:26:19
54216,RIELAD,CLS,24/05/2020,10:07:16,31/05/2020,22:02:36
54215,RISOFIS,CLS,21/05/2020,15:14:34,24/05/2020,11:14:10
54214,RINURIT,CLS,21/05/2020,15:13:58,24/05/2020,12:12:11
54213,RINURIT,CLS,21/05/2020,14:44:42,21/05/2020,15:05:02
54212,RIELAD,CLS,21/05/2020,11:48:35,24/05/2020,10:04:42
54211,RISOFIS,CLS,21/05/2020,9:49:31,21/05/2020,15:14:28
54210,RISOFIS,CLS,21/05/2020,8:37:50,21/05/2020,9:49:25
54209,RINURIT,CLS,20/05/2020,12:05:42,21/05/2020,14:44:35
54208,RISOFIS,CLS,20/05/2020,8:42:11,21/05/2020,8:37:46
54207,RISOFIS,CLS,19/05/2020,13:27:11,20/05/2020,8:33:59
54206,RINURIT,CLS,19/05/2020,12:14:12,20/05/2020,12:05:36
54205,RISOFIS,CLS,19/05/2020,9:24:03,19/05/2020,13:27:06
54204,RINURIT,CLS,18/05/2020,15:20:36,19/05/2020,12:14:08
54203,RISOFIS,CLS,18/05/2020,8:56:22,19/05/2020,9:23:59
54202,RIELAD,CLS,17/05/2020,16:04:02,20/05/2020,19:57:34
54201,RISOFIS,CLS,17/05/2020,14:19:15,18/05/2020,8:56:16
54200,RINURIT,CLS,17/05/2020,11:32:30,18/05/2020,15:19:52
54199,RISOFIS,CLS,14/05/2020,15:40:57,17/05/2020,14:19:10
54198,RINURIT,CLS,14/05/2020,9:17:08,17/05/2020,11:31:13
54197,RISOFIS,CLS,13/05/2020,16:17:16,14/05/2020,15:40:33
54196,RISOFIS,CLS,13/05/2020,15:18:18,13/05/2020,16:16:12
54195,RISOFIS,CLS,13/05/2020,13:15:27,13/05/2020,15:17:30
54194,RISOFIS,CLS,13/05/2020,11:35:17,13/05/2020,13:13:18
54193,RINURIT,CLS,13/05/2020,8:41:12,14/05/2020,9:15:31
54192,RIELAD,CLS,12/05/2020,15:36:19,12/05/2020,16:34:49
54191,RINURIT,CLS,12/05/2020,14:08:21,13/05/2020,8:40:11
54190,RIELAD,CLS,12/05/2020,13:35:11,12/05/2020,14:34:09
54189,RINURIT,CLS,12/05/2020,13:21:11,12/05/2020,14:04:51
54188,RISOFIS,CLS,12/05/2020,10:44:02,13/05/2020,11:35:08
54187,RIELAD,CLS,11/05/2020,7:14:40,12/05/2020,13:34:51
54186,RINURIT,CLS,10/05/2020,14:59:46,12/05/2020,13:21:02
54185,RINURIT,CLS,10/05/2020,12:56:24,10/05/2020,14:58:48
54184,RINURIT,CLS,10/05/2020,10:43:01,10/05/2020,12:56:12
54183,RINURIT,CLS,07/05/2020,13:04:24,10/05/2020,10:42:46
54179,RINURIT,CLS,06/05/2020,10:41:23,07/05/2020,13:04:14
54178,RINURIT,CLS,06/05/2020,10:14:19,06/05/2020,10:41:15
54177,RILILACH,CLS,05/05/2020,16:11:45,07/05/2020,18:40:42
54176,RINURIT,CLS,05/05/2020,15:29:34,06/05/2020,10:13:28
54175,RISOFIS,CLS,04/05/2020,12:06:20,12/05/2020,10:43:57
54174,RISOFIS,CLS,04/05/2020,11:56:11,04/05/2020,12:04:42
54173,RIELAD,CLS,04/05/2020,5:30:35,10/05/2020,21:47:29
54172,RIELAD,CLS,04/05/2020,5:22:59,04/05/2020,5:27:48
54171,RISOFIS,CLS,03/05/2020,16:10:44,04/05/2020,11:48:45
54170,RINURIT,CLS,03/05/2020,12:12:45,05/05/2020,15:27:57
54169,RISOFIS,CLS,03/05/2020,11:11:31,03/05/2020,16:10:39
54168,RISOFIS,CLS,03/05/2020,10:42:50,03/05/2020,11:11:22
54167,RISOFIS,CLS,03/05/2020,9:56:02,03/05/2020,10:42:45
54166,RISOFIS,CLS,03/05/2020,9:47:22,03/05/2020,9:55:55
54165,RINURIT,CLS,03/05/2020,8:23:49,03/05/2020,12:11:03
54164,RISOFIS,CLS,30/04/2020,14:08:33,03/05/2020,9:46:29
54163,RIELAD,CLS,30/04/2020,8:56:39,03/05/2020,11:16:03
54162,RISOFIS,CLS,28/04/2020,12:28:36,30/04/2020,14:06:15
54161,RISOFIS,CLS,28/04/2020,10:34:40,28/04/2020,12:28:22
54160,RIALONP,CLS,27/04/2020,16:52:15,27/04/2020,16:58:00
54159,RIALONP,CLS,27/04/2020,16:29:01,27/04/2020,16:31:48
54158,RIALONP,CLS,27/04/2020,16:14:01,27/04/2020,16:26:33
54157,RIALONP,CLS,27/04/2020,15:39:09,27/04/2020,16:12:07
54156,RIALONP,CLS,27/04/2020,14:22:47,27/04/2020,15:33:35
54155,RISOFIS,CLS,27/04/2020,14:22:03,28/04/2020,10:34:20
54154,null,CLS,27/04/2020,14:19:30,-,-
54153,null,CLS,27/04/2020,14:16:05,-,-
54152,null,CLS,27/04/2020,14:02:05,-,-
54151,RISOFIS,CLS,27/04/2020,9:13:24,27/04/2020,14:21:55
54150,RISOFIS,CLS,27/04/2020,8:43:08,27/04/2020,9:13:04
54149,RIELAD,CLS,23/04/2020,18:41:59,28/04/2020,17:33:21
54148,RISOFIS,CLS,23/04/2020,15:52:59,27/04/2020,8:42:03
54147,RISOFIS,CLS,23/04/2020,15:38:53,23/04/2020,15:52:50
54146,RISOFIS,CLS,23/04/2020,11:51:40,23/04/2020,15:38:43
54145,RISOFIS,CLS,23/04/2020,9:14:23,23/04/2020,11:51:30
54144,RIELAD,CLS,23/04/2020,8:02:55,23/04/2020,18:41:51
54143,RISOFIS,CLS,22/04/2020,17:22:02,23/04/2020,9:14:14
54142,RINURIT,CLS,21/04/2020,22:06:05,30/04/2020,15:27:07
54141,RISOFIS,CLS,21/04/2020,15:19:57,22/04/2020,17:21:54
54140,RINURIT,CLS,21/04/2020,15:16:09,21/04/2020,22:05:25
54139,RINURIT,CLS,21/04/2020,13:36:16,21/04/2020,15:16:01
54138,RINURIT,CLS,21/04/2020,10:54:45,21/04/2020,13:36:07
54137,RINURIT,CLS,20/04/2020,13:39:12,21/04/2020,10:54:28
54136,RINURIT,CLS,20/04/2020,13:03:38,20/04/2020,13:38:44
54135,RIELAD,CLS,20/04/2020,10:41:11,22/04/2020,19:20:08
54134,RINURIT,CLS,19/04/2020,15:04:10,20/04/2020,13:01:57
54133,RISOFIS,CLS,19/04/2020,9:40:31,21/04/2020,15:19:43
54132,RISOFIS,CLS,16/04/2020,16:42:34,19/04/2020,9:40:04
54131,RISOFIS,CLS,16/04/2020,16:21:30,16/04/2020,16:42:24
54130,RISOFIS,CLS,16/04/2020,15:16:29,16/04/2020,16:20:59
54129,RISOFIS,CLS,12/04/2020,14:30:26,16/04/2020,15:16:02
54128,RISOFIS,CLS,12/04/2020,9:14:20,12/04/2020,14:30:13
54127,RINURIT,CLS,07/04/2020,14:50:32,19/04/2020,15:03:51
54126,RISOFIS,CLS,07/04/2020,11:37:21,12/04/2020,9:14:12
54125,RISOFIS,CLS,07/04/2020,10:47:02,07/04/2020,11:36:34
54124,RISOFIS,CLS,06/04/2020,12:24:50,07/04/2020,10:46:49
54123,RISOFIS,CLS,06/04/2020,8:24:10,06/04/2020,12:24:43
54122,RIELAD,CLS,06/04/2020,0:17:08,20/04/2020,10:40:18
54121,RIELAD,CLS,05/04/2020,23:04:22,05/04/2020,23:46:09
54120,RIDAVIDB,CLS,05/04/2020,17:22:50,03/05/2020,8:41:44
54119,RIELAD,CLS,05/04/2020,17:15:37,05/04/2020,22:41:09
54118,RIELAD,CLS,05/04/2020,13:26:05,05/04/2020,16:46:08
54117,RINURIT,CLS,05/04/2020,12:10:42,07/04/2020,14:50:21
54116,RINURIT,CLS,02/04/2020,15:06:51,05/04/2020,12:05:03
54115,RIELAD,CLS,02/04/2020,13:17:19,02/04/2020,14:20:55
54114,RIELAD,CLS,02/04/2020,12:26:37,02/04/2020,13:16:55
54113,RISOFIS,CLS,02/04/2020,11:44:35,06/04/2020,8:24:02
54112,RISOFIS,CLS,02/04/2020,9:51:42,02/04/2020,11:44:16
54111,RISOFIS,CLS,01/04/2020,15:57:24,02/04/2020,9:50:12
54110,RINURIT,CLS,31/03/2020,13:16:26,02/04/2020,15:03:05
54109,RISOFIS,CLS,31/03/2020,13:08:52,01/04/2020,15:57:07
54108,RISOFIS,CLS,30/03/2020,17:04:54,31/03/2020,13:08:42
54107,RISOFIS,CLS,30/03/2020,13:42:57,30/03/2020,17:04:45
54106,RINURIT,CLS,30/03/2020,13:24:26,31/03/2020,13:14:37
54105,RINURIT,CLS,30/03/2020,13:08:33,30/03/2020,13:24:18
54104,RISOFIS,CLS,29/03/2020,14:05:35,30/03/2020,13:42:49
54103,RISOFIS,CLS,29/03/2020,13:31:48,29/03/2020,13:57:52
54102,RINURIT,CLS,29/03/2020,11:24:52,30/03/2020,13:08:25
54101,RINURIT,CLS,29/03/2020,10:40:23,29/03/2020,11:19:54
54100,RISOFIS,CLS,29/03/2020,9:02:19,29/03/2020,13:31:39
54099,RISOFIS,CLS,26/03/2020,15:12:04,29/03/2020,9:02:10
54098,RISOFIS,CLS,26/03/2020,12:30:03,26/03/2020,15:11:54
54097,RISOFIS,CLS,25/03/2020,15:16:11,26/03/2020,12:29:55
54096,RISOFIS,CLS,25/03/2020,15:08:48,25/03/2020,15:16:03
54095,RINURIT,CLS,25/03/2020,13:19:49,29/03/2020,10:37:37
54094,RISOFIS,CLS,25/03/2020,11:09:01,25/03/2020,15:08:41
54093,RISOFIS,CLS,25/03/2020,10:16:26,25/03/2020,11:08:53
54092,RISOFIS,CLS,24/03/2020,18:53:51,25/03/2020,10:16:10
54091,RISOFIS,CLS,24/03/2020,17:35:04,24/03/2020,18:53:43
54090,RINURIT,CLS,24/03/2020,14:15:09,25/03/2020,13:19:06
54089,RISOFIS,CLS,24/03/2020,12:18:45,24/03/2020,17:34:53
54088,RISOFIS,CLS,24/03/2020,11:22:48,24/03/2020,12:18:18
54087,RIELAD,CLS,23/03/2020,21:40:34,01/04/2020,22:25:53
54086,RIELAD,CLS,23/03/2020,21:16:16,-,-
54085,RIELAD,CLS,23/03/2020,19:16:53,23/03/2020,21:15:06
54084,RIEDNAM,OPN,23/03/2020,16:30:34,-,-
54082,RIELAD,CLS,23/03/2020,15:56:35,23/03/2020,19:15:18
54081,RINURIT,CLS,23/03/2020,14:34:45,24/03/2020,13:51:50
54080,RISOFIS,CLS,23/03/2020,10:59:58,24/03/2020,11:21:57
54079,RINURIT,CLS,23/03/2020,8:56:50,23/03/2020,14:33:34
54078,RISOFIS,CLS,22/03/2020,15:07:09,23/03/2020,10:59:44
54077,RINURIT,CLS,22/03/2020,13:46:54,23/03/2020,8:56:16
54076,RINURIT,CLS,22/03/2020,8:57:57,22/03/2020,13:46:37
54075,RINURIT,CLS,19/03/2020,11:14:07,19/03/2020,15:13:12
54074,RINURIT,CLS,19/03/2020,9:06:32,19/03/2020,11:13:22
54073,RISOFIS,CLS,19/03/2020,8:52:49,22/03/2020,15:06:52
54072,RISOFIS,CLS,18/03/2020,15:12:19,19/03/2020,8:52:41
54071,RINURIT,CLS,18/03/2020,14:16:58,19/03/2020,9:05:22
54070,RINURIT,CLS,18/03/2020,9:18:47,18/03/2020,14:03:02
54069,RISOFIS,CLS,17/03/2020,15:50:58,18/03/2020,15:12:12
54068,RINURIT,CLS,17/03/2020,15:11:34,18/03/2020,9:14:47
54067,RINURIT,CLS,17/03/2020,10:09:18,17/03/2020,15:10:49
54066,RINURIT,CLS,15/03/2020,14:58:46,17/03/2020,10:00:43
54065,RINURIT,CLS,15/03/2020,14:52:51,15/03/2020,14:58:27
54064,RISOFIS,CLS,15/03/2020,10:41:49,17/03/2020,15:48:05
54063,RISOFIS,CLS,15/03/2020,8:35:50,15/03/2020,10:40:18
54061,RINURIT,CLS,12/03/2020,15:07:40,15/03/2020,14:49:11
54060,RISOFIS,CLS,12/03/2020,8:06:19,15/03/2020,8:35:29
54059,RINURIT,CLS,11/03/2020,12:06:45,12/03/2020,14:56:43
54058,RISOFIS,CLS,11/03/2020,12:03:10,12/03/2020,8:06:06
54057,RISOFIS,CLS,10/03/2020,15:42:13,11/03/2020,12:02:58
54056,RISOFIS,CLS,10/03/2020,15:23:06,10/03/2020,15:42:06
54055,RISOFIS,CLS,10/03/2020,14:00:26,10/03/2020,15:23:00
54054,RINURIT,CLS,10/03/2020,10:41:58,11/03/2020,12:03:55
54053,RISOFIS,CLS,09/03/2020,16:05:36,10/03/2020,14:00:14
54052,RISOFIS,CLS,09/03/2020,15:47:28,09/03/2020,16:05:30
54051,RISOFIS,CLS,08/03/2020,15:16:37,09/03/2020,15:47:21
54050,RISOFIS,CLS,08/03/2020,14:56:10,08/03/2020,15:16:29
54049,RISOFIS,CLS,08/03/2020,9:01:08,08/03/2020,14:56:02
54048,RISOFIS,CLS,04/03/2020,14:32:44,08/03/2020,9:00:43
54047,RINURIT,CLS,04/03/2020,14:21:43,10/03/2020,10:41:27
54046,RISOFIS,CLS,03/03/2020,15:24:48,04/03/2020,14:32:37
54045,RINURIT,CLS,03/03/2020,11:44:35,04/03/2020,14:21:35
54044,RISOFIS,CLS,03/03/2020,9:40:42,03/03/2020,15:24:41
54043,RINURIT,CLS,01/03/2020,14:50:32,03/03/2020,11:44:26
54042,RISOFIS,CLS,01/03/2020,11:49:26,03/03/2020,9:40:33
54041,RISOFIS,CLS,01/03/2020,11:20:47,01/03/2020,11:49:19
54040,RISOFIS,CLS,27/02/2020,14:29:58,01/03/2020,11:20:40
54039,RINURIT,CLS,27/02/2020,14:20:25,01/03/2020,14:50:24
54038,RISOFIS,CLS,26/02/2020,14:30:47,27/02/2020,14:29:49
54037,RISOFIS,CLS,25/02/2020,14:36:13,26/02/2020,14:30:38
54036,RINURIT,CLS,25/02/2020,14:16:10,27/02/2020,14:19:58
54034,RIELAD,CLS,24/02/2020,16:03:11,26/02/2020,13:24:02
54033,RINURIT,CLS,24/02/2020,14:14:33,25/02/2020,13:45:24
54032,RISOFIS,CLS,24/02/2020,14:05:02,25/02/2020,14:35:58
54031,RINURIT,CLS,23/02/2020,14:01:41,24/02/2020,13:43:31
54030,RISOFIS,CLS,23/02/2020,13:56:42,24/02/2020,13:42:47
54029,RINURIT,CLS,23/02/2020,10:04:26,23/02/2020,14:00:49
54028,RISOFIS,CLS,23/02/2020,9:19:26,23/02/2020,13:56:06
54027,RINURIT,CLS,23/02/2020,9:14:01,23/02/2020,10:04:03
54026,RISOFIS,CLS,20/02/2020,14:03:16,23/02/2020,9:18:32
